purpose,injuries,phase,year
,1,Climb,2005
Instructional,1,Maneuvering,2005
Personal,1,Takeoff,2005
Personal,1,Maneuvering,2005
Personal,1,Maneuvering,2005
Personal,1,Cruise,2005
Instructional,2,Takeoff,2005
Aerial Application,1,Maneuvering,2005
Personal,1,Maneuvering,2005
Personal,1,Descent,2005
Personal,1,Cruise,2005
Aerial Application,1,Maneuvering,2005
Personal,1,Maneuvering,2005
Personal,2,Cruise,2005
Personal,1,Cruise,2005
Personal,3,Cruise,2005
Instructional,2,Go-around,2005
Personal,1,Maneuvering,2005
Personal,1,Maneuvering,2005
Personal,1,Maneuvering,2005
Aerial Application,1,Maneuvering,2005
Personal,5,Go-around,2005
Flight Test,1,Climb,2005
Personal,1,Maneuvering,2005
Personal,3,Takeoff,2005
Personal,1,Cruise,2005
Personal,4,Approach,2005
Personal,1,Approach,2005
Personal,1,Approach,2005
Personal,1,Go-around,2005
Positioning,3,Approach,2005
Personal,2,Descent,2005
Personal,1,Takeoff,2005
Personal,1,Takeoff,2005
Personal,3,Cruise,2005
Personal,1,Climb,2005
Personal,1,Cruise,2005
Personal,1,Maneuvering,2005
Personal,1,Approach,2005
Instructional,1,Approach,2005
Personal,1,Takeoff,2005
Aerial Application,1,Maneuvering,2005
Personal,1,Landing,2005
Business,1,Approach,2005
Personal,1,Maneuvering,2005
Air Race/show,2,Maneuvering,2005
Personal,1,Climb,2005
Public Aircraft - Local,2,Maneuvering,2005
Aerial Application,1,Maneuvering,2005
Business,3,Takeoff,2005
Personal,1,Takeoff,2005
Personal,1,Cruise,2005
Personal,1,Approach,2005
Personal,3,Maneuvering,2005
Instructional,1,Maneuvering,2005
Air Race/show,1,Takeoff,2005
Personal,2,Descent,2005
Personal,3,Takeoff,2005
Personal,3,Takeoff,2005
Personal,2,Approach,2005
Personal,1,Maneuvering,2005
Personal,2,Takeoff,2005
Other Work Use,1,Approach,2005
Personal,1,Approach,2005
Personal,1,Climb,2005
Personal,4,Takeoff,2005
Personal,3,Takeoff,2005
Personal,1,Maneuvering,2005
Personal,2,Cruise,2005
Business,1,Climb,2005
Personal,2,Climb,2005
Personal,1,Maneuvering,2005
,2,Maneuvering,2005
,1,Approach,2005
Personal,2,Approach,2005
Personal,2,Climb,2005
Personal,2,Maneuvering,2005
Personal,1,Takeoff,2005
Personal,1,Takeoff,2005
Personal,1,Takeoff,2005
Personal,1,Takeoff,2005
Personal,2,Unknown,2005
Personal,2,Landing,2005
Personal,2,Climb,2005
Personal,1,Cruise,2005
Aerial Application,1,Maneuvering,2005
Instructional,2,Takeoff,2005
Personal,1,Cruise,2005
Personal,3,Maneuvering,2005
Personal,3,Approach,2005
Personal,4,Approach,2005
Personal,2,Maneuvering,2005
Personal,1,Maneuvering,2005
Personal,2,Approach,2005
Business,2,Cruise,2005
Positioning,2,Approach,2005
Personal,2,Takeoff,2005
Personal,1,Approach,2005
Aerial Application,1,Maneuvering,2005
Personal,1,Takeoff,2005
Personal,2,Landing,2005
Personal,1,Unknown,2005
Personal,1,Approach,2005
Personal,3,Cruise,2005
Personal,1,Maneuvering,2005
Aerial Observation,2,Maneuvering,2005
Personal,1,Cruise,2005
Personal,2,Cruise,2005
Personal,2,Maneuvering,2005
Personal,1,Takeoff,2005
Instructional,1,Maneuvering,2005
Personal,1,Maneuvering,2005
Personal,1,Approach,2005
Personal,1,Approach,2005
Aerial Application,1,Maneuvering,2005
Instructional,2,Maneuvering,2005
Personal,1,Takeoff,2005
Personal,1,Takeoff,2005
Personal,4,Approach,2005
Instructional,2,Takeoff,2005
Personal,2,Maneuvering,2005
Personal,3,Maneuvering,2005
Personal,2,Takeoff,2005
Personal,2,Cruise,2005
Personal,2,Takeoff,2005
Personal,1,Maneuvering,2005
Personal,1,Takeoff,2005
Personal,1,Climb,2005
Positioning,1,Cruise,2005
Personal,1,Maneuvering,2005
Instructional,2,Maneuvering,2005
Positioning,1,Cruise,2005
,3,Maneuvering,2005
Personal,2,Maneuvering,2005
Business,3,Unknown,2005
Aerial Observation,1,Maneuvering,2005
Personal,2,Takeoff,2005
Positioning,3,Maneuvering,2005
Personal,1,Climb,2005
Personal,2,Go-around,2005
Personal,2,Cruise,2005
Positioning,1,Approach,2005
Personal,3,Approach,2005
Personal,1,Cruise,2005
Business,1,Cruise,2005
Personal,1,Cruise,2005
Instructional,2,Takeoff,2005
Personal,1,Cruise,2005
Personal,2,Maneuvering,2005
Instructional,4,Maneuvering,2005
Personal,1,Descent,2005
Personal,3,Landing,2005
Personal,1,Maneuvering,2005
Instructional,1,Takeoff,2005
Personal,1,Approach,2005
Personal,3,Cruise,2005
Personal,1,Cruise,2005
Personal,1,Approach,2005
Business,2,Descent,2005
Personal,1,Cruise,2005
Personal,1,Descent,2005
Personal,1,Maneuvering,2005
Personal,2,Takeoff,2005
Personal,2,Go-around,2005
Personal,1,Cruise,2005
,2,Cruise,2005
Instructional,2,Takeoff,2005
,1,Cruise,2005
Business,1,Descent,2005
Personal,1,Approach,2005
Personal,1,Landing,2005
,1,Approach,2005
Public Aircraft,1,Maneuvering,2005
Personal,2,Takeoff,2005
Personal,4,Cruise,2005
Positioning,1,Approach,2005
Personal,1,Maneuvering,2005
Personal,1,Approach,2005
Personal,2,Cruise,2005
Personal,1,Maneuvering,2005
Personal,1,Takeoff,2005
Personal,3,Cruise,2005
Personal,1,Maneuvering,2005
Personal,1,Approach,2005
Personal,1,Approach,2005
Ferry,3,Takeoff,2005
,1,Landing,2005
Personal,2,Descent,2005
Personal,3,Cruise,2005
Personal,2,Cruise,2005
Personal,1,Cruise,2005
Personal,1,Cruise,2005
Personal,1,Unknown,2005
Personal,1,Maneuvering,2005
Personal,3,Cruise,2005
,20,Climb,2005
Personal,4,Climb,2005
Personal,2,Approach,2005
Personal,1,Cruise,2005
Personal,2,Maneuvering,2005
External Load,1,Maneuvering,2005
Personal,1,Climb,2005
Positioning,2,Approach,2005
Personal,3,Takeoff,2005
Personal,2,Climb,2005
Personal,3,Takeoff,2005
Personal,1,Cruise,2005
Personal,2,Approach,2006
Ferry,3,Cruise,2006
Personal,1,Approach,2006
Personal,1,Cruise,2006
Personal,1,Cruise,2006
Personal,1,Approach,2006
,1,Approach,2006
Personal,2,Takeoff,2006
Instructional,2,Maneuvering,2006
Personal,4,Approach,2006
Personal,1,Takeoff,2006
,1,Standing,2006
Personal,1,Cruise,2006
Personal,1,Climb,2006
Personal,1,Descent,2006
Executive/corporate,4,Landing,2006
Business,1,Maneuvering,2006
Ferry,1,Approach,2006
Instructional,2,Maneuvering,2006
Personal,1,Approach,2006
Personal,1,Descent,2006
Unknown,4,Approach,2006
Personal,1,Takeoff,2006
Instructional,1,Descent,2006
Personal,6,Approach,2006
Personal,3,Maneuvering,2006
Other Work Use,3,Maneuvering,2006
Personal,1,Descent,2006
Personal,1,Cruise,2006
Personal,2,Approach,2006
Personal,3,Climb,2006
,1,Descent,2006
Personal,3,Maneuvering,2006
Personal,1,Takeoff,2006
,2,Descent,2006
Personal,1,Climb,2006
Personal,4,Approach,2006
Personal,2,Maneuvering,2006
Instructional,2,Cruise,2006
Personal,1,Maneuvering,2006
Personal,3,Maneuvering,2006
Aerial Observation,1,Standing,2006
Instructional,1,Unknown,2006
Other Work Use,2,Maneuvering,2006
Personal,2,Takeoff,2006
Personal,2,Approach,2006
Personal,1,Takeoff,2006
Positioning,3,Approach,2006
Personal,2,Go-around,2006
Personal,2,Takeoff,2006
,2,Cruise,2006
Other Work Use,1,Maneuvering,2006
Personal,1,Cruise,2006
,2,Approach,2006
Personal,2,Cruise,2006
Personal,4,Maneuvering,2006
Personal,1,Maneuvering,2006
Other Work Use,1,Climb,2006
Personal,1,Approach,2006
Business,3,Approach,2006
Personal,1,Cruise,2006
Personal,1,Maneuvering,2006
Business,2,Climb,2006
Personal,1,Climb,2006
Personal,2,Descent,2006
Personal,2,Maneuvering,2006
Aerial Observation,1,Maneuvering,2006
Flight Test,1,Cruise,2006
Flight Test,1,Takeoff,2006
Personal,2,Maneuvering,2006
Personal,2,Takeoff,2006
Aerial Application,1,Maneuvering,2006
Personal,1,Takeoff,2006
Personal,3,Takeoff,2006
Business,1,Cruise,2006
Personal,1,Cruise,2006
Personal,2,Maneuvering,2006
Personal,5,Approach,2006
Personal,1,Climb,2006
Personal,2,Cruise,2006
Personal,5,Cruise,2006
Personal,1,Maneuvering,2006
Personal,1,Climb,2006
Personal,1,Cruise,2006
Personal,1,Maneuvering,2006
Personal,2,Cruise,2006
Personal,1,Takeoff,2006
Positioning,2,Cruise,2006
Personal,1,Takeoff,2006
Positioning,2,Takeoff,2006
Business,2,Maneuvering,2006
Personal,2,Takeoff,2006
Personal,1,Maneuvering,2006
Personal,1,Landing,2006
Aerial Application,1,Maneuvering,2006
Instructional,2,Approach,2006
Personal,2,Maneuvering,2006
Personal,3,Cruise,2006
Personal,1,Approach,2006
Personal,1,Cruise,2006
Unknown,1,Approach,2006
,1,Approach,2006
Positioning,1,Standing,2006
Personal,4,Cruise,2006
Personal,1,Approach,2006
,2,Approach,2006
Instructional,2,Takeoff,2006
,2,Maneuvering,2006
Instructional,2,Maneuvering,2006
Personal,1,Cruise,2006
Business,3,Approach,2006
Other Work Use,1,Cruise,2006
Personal,2,Approach,2006
Instructional,1,Maneuvering,2006
Business,2,Approach,2006
Personal,4,Maneuvering,2006
Personal,4,Maneuvering,2006
Air Race/show,1,Maneuvering,2006
Personal,1,Cruise,2006
Aerial Application,1,Maneuvering,2006
Personal,2,Approach,2006
Instructional,4,Maneuvering,2006
Personal,1,Approach,2006
Instructional,2,Maneuvering,2006
Personal,1,Landing,2006
Personal,3,Cruise,2006
Ferry,1,Takeoff,2006
Personal,1,Standing,2006
Personal,1,Maneuvering,2006
Personal,1,Approach,2006
Personal,1,Maneuvering,2006
Flight Test,1,Approach,2006
Personal,2,Takeoff,2006
Business,1,Maneuvering,2006
Personal,1,Landing,2006
Personal,3,Maneuvering,2006
Personal,2,Descent,2006
Personal,1,Cruise,2006
Personal,1,Takeoff,2006
Personal,1,Maneuvering,2006
Instructional,2,Approach,2006
Personal,3,Takeoff,2006
Personal,1,Unknown,2006
Personal,1,Cruise,2006
Personal,5,Go-around,2006
,1,Cruise,2006
Personal,2,Approach,2006
Positioning,1,Maneuvering,2006
Personal,1,Go-around,2006
Personal,1,Cruise,2006
Personal,1,Takeoff,2006
Air Race/show,1,Takeoff,2006
Personal,1,Takeoff,2006
Personal,1,Approach,2006
Personal,2,Cruise,2006
Business,3,Landing,2006
Personal,2,Landing,2006
Business,1,Cruise,2006
Personal,2,Takeoff,2006
Aerial Application,1,Standing,2006
Personal,2,Landing,2006
Personal,2,Approach,2006
Personal,1,Cruise,2006
Personal,1,Maneuvering,2006
Personal,1,Takeoff,2006
Flight Test,2,Standing,2006
Personal,2,Cruise,2006
Instructional,2,Cruise,2006
Other Work Use,3,Unknown,2006
Skydiving,6,Takeoff,2006
Personal,1,Cruise,2006
Personal,1,Taxi,2006
Personal,1,Takeoff,2006
Personal,2,Maneuvering,2006
Aerial Application,1,Maneuvering,2006
Personal,1,Takeoff,2006
Personal,1,Cruise,2006
Public Aircraft - Federal,2,Maneuvering,2006
Personal,2,Climb,2006
Aerial Application,1,Maneuvering,2006
Positioning,1,Approach,2006
Aerial Application,1,Maneuvering,2006
Business,1,Maneuvering,2006
Aerial Observation,1,Maneuvering,2006
Personal,1,Go-around,2006
Public Aircraft,4,Maneuvering,2006
Positioning,3,Maneuvering,2006
Instructional,4,Approach,2006
Flight Test,1,Maneuvering,2006
Personal,1,Takeoff,2006
Personal,2,Go-around,2006
External Load,1,Maneuvering,2006
Personal,1,Takeoff,2006
Personal,2,Maneuvering,2006
Public Aircraft,1,Cruise,2006
Personal,1,Cruise,2006
Personal,1,Maneuvering,2006
Personal,1,Cruise,2006
Personal,2,Cruise,2006
Personal,1,Takeoff,2006
Personal,1,Takeoff,2006
Personal,2,Maneuvering,2006
,49,Taxi,2006
Personal,7,Approach,2006
Personal,1,Climb,2006
Positioning,1,Descent,2006
Personal,1,Cruise,2006
Personal,3,Takeoff,2006
Personal,1,Takeoff,2006
Personal,2,Takeoff,2006
Personal,2,Climb,2006
Unknown,1,Cruise,2006
Aerial Observation,2,Cruise,2006
Public Aircraft - State,2,Maneuvering,2006
Personal,1,Maneuvering,2006
Personal,1,Unknown,2006
Personal,2,Unknown,2006
Instructional,1,Maneuvering,2006
Public Aircraft,2,Maneuvering,2006
Personal,4,Cruise,2006
Business,2,Cruise,2006
Personal,2,Cruise,2006
Personal,1,Landing,2006
Personal,2,Maneuvering,2006
Other Work Use,1,Maneuvering,2006
Business,1,Cruise,2006
Personal,1,Descent,2006
Other Work Use,3,Takeoff,2006
Personal,1,Landing,2006
Personal,2,Maneuvering,2006
Personal,1,Takeoff,2006
Personal,1,Landing,2006
Air Race/show,1,Maneuvering,2006
Personal,2,Takeoff,2006
Personal,4,Takeoff,2006
Personal,1,Approach,2006
Instructional,2,Maneuvering,2006
Personal,1,Cruise,2006
Personal,2,Maneuvering,2006
Air Race/show,1,Maneuvering,2006
Personal,1,Maneuvering,2006
Personal,4,Cruise,2006
Personal,5,Maneuvering,2006
Personal,2,Approach,2006
Personal,2,Cruise,2006
Personal,1,Maneuvering,2006
Personal,1,Go-around,2006
Personal,2,Cruise,2006
Personal,1,Cruise,2006
Personal,2,Climb,2006
Positioning,1,Cruise,2006
Personal,4,Cruise,2006
Unknown,1,Approach,2006
Personal,2,Maneuvering,2006
Personal,1,Takeoff,2006
Instructional,2,Approach,2006
Instructional,2,Maneuvering,2006
Personal,2,Maneuvering,2006
Personal,1,Cruise,2006
Personal,2,Cruise,2006
Personal,3,Cruise,2006
Personal,1,Maneuvering,2006
Personal,1,Cruise,2006
Personal,2,Cruise,2006
Personal,1,Cruise,2006
Aerial Application,1,Maneuvering,2006
Personal,1,Landing,2006
Personal,1,Approach,2006
Personal,1,Cruise,2006
Instructional,1,Maneuvering,2006
Personal,2,Approach,2006
Personal,1,Takeoff,2006
Personal,2,Takeoff,2006
Unknown,5,Climb,2006
Executive/corporate,3,Takeoff,2006
Personal,1,Landing,2006
Personal,1,Approach,2006
Personal,1,Cruise,2006
Other Work Use,1,Maneuvering,2006
Personal,2,Maneuvering,2006
Personal,1,Maneuvering,2006
Personal,1,Approach,2006
Personal,2,Maneuvering,2006
Personal,2,Approach,2006
Personal,2,Maneuvering,2006
Personal,1,Approach,2006
Personal,1,Cruise,2006
Personal,2,Approach,2006
Personal,2,Maneuvering,2006
Personal,1,Approach,2006
Positioning,3,Cruise,2006
Business,3,Approach,2006
Personal,2,Maneuvering,2006
Instructional,1,Approach,2006
,2,Takeoff,2006
Personal,1,Takeoff,2006
,2,Cruise,2006
Personal,3,Cruise,2006
Personal,4,Cruise,2006
Instructional,3,Descent,2006
Personal,1,Cruise,2006
Business,1,Approach,2006
Business,1,Approach,2006
Instructional,2,Maneuvering,2006
Personal,4,Approach,2006
Personal,4,Approach,2006
Personal,5,Cruise,2006
Personal,1,Cruise,2006
Personal,4,Go-around,2006
Personal,3,Approach,2006
Personal,2,Descent,2006
Positioning,2,Landing,2006
Instructional,2,Maneuvering,2006
Personal,1,Maneuvering,2006
Banner Tow,1,Maneuvering,2006
Personal,1,Approach,2006
Personal,4,Approach,2006
Personal,3,Maneuvering,2007
Personal,1,Maneuvering,2007
Aerial Observation,2,Approach,2007
Business,3,Approach,2007
Personal,1,Maneuvering,2007
Personal,1,Takeoff,2007
,1,Cruise,2007
Personal,1,Cruise,2007
Positioning,2,Takeoff,2007
Personal,2,Descent,2007
Personal,1,Approach,2007
Personal,3,Cruise,2007
Personal,2,Cruise,2007
Personal,1,Cruise,2007
Ferry,2,Cruise,2007
Personal,2,Cruise,2007
Executive/corporate,3,Go-around,2007
Personal,1,Descent,2007
Unknown,3,Descent,2007
Personal,1,Descent,2007
Personal,1,Takeoff,2007
Personal,4,Cruise,2007
Executive/corporate,2,Approach,2007
,1,Go-around,2007
Personal,1,Maneuvering,2007
,2,Approach,2007
Business,4,Approach,2007
Personal,1,Approach,2007
Personal,1,Maneuvering,2007
Instructional,2,Takeoff,2007
Personal,2,Maneuvering,2007
Ferry,1,Unknown,2007
Personal,1,Cruise,2007
Personal,1,Takeoff,2007
Unknown,1,Cruise,2007
Personal,2,Maneuvering,2007
Personal,3,Cruise,2007
,4,Maneuvering,2007
Personal,1,Descent,2007
Executive/corporate,2,Approach,2007
,1,Cruise,2007
Personal,1,Maneuvering,2007
Air Race/show,1,Maneuvering,2007
Personal,2,Maneuvering,2007
Personal,1,Landing,2007
Personal,1,Cruise,2007
Personal,3,Climb,2007
Instructional,2,Cruise,2007
Personal,1,Approach,2007
Personal,2,Maneuvering,2007
Personal,1,Cruise,2007
Personal,1,Cruise,2007
Personal,1,Approach,2007
Personal,1,Maneuvering,2007
Personal,3,Cruise,2007
Personal,1,Climb,2007
Personal,2,Maneuvering,2007
Personal,2,Maneuvering,2007
Personal,2,Approach,2007
Personal,1,Approach,2007
Other Work Use,1,Approach,2007
Personal,2,Takeoff,2007
Personal,3,Cruise,2007
Personal,3,Approach,2007
Personal,1,Cruise,2007
Personal,2,Approach,2007
Personal,2,Cruise,2007
Personal,1,Takeoff,2007
Personal,2,Takeoff,2007
Personal,2,Approach,2007
Personal,3,Cruise,2007
Personal,2,Approach,2007
Personal,2,Approach,2007
Personal,2,Go-around,2007
Personal,5,Maneuvering,2007
Personal,2,Cruise,2007
Public Aircraft - Federal,1,Maneuvering,2007
Personal,1,Cruise,2007
Personal,1,Descent,2007
Personal,1,Cruise,2007
Personal,3,Climb,2007
Personal,1,Maneuvering,2007
Business,1,Maneuvering,2007
Personal,2,Takeoff,2007
Personal,2,Approach,2007
Personal,3,Approach,2007
Personal,1,Takeoff,2007
Personal,1,Takeoff,2007
Personal,1,Cruise,2007
Personal,2,Maneuvering,2007
Personal,2,Maneuvering,2007
Personal,3,Approach,2007
Skydiving,5,Maneuvering,2007
Personal,1,Takeoff,2007
Aerial Application,1,Maneuvering,2007
Personal,1,Cruise,2007
Aerial Application,1,Maneuvering,2007
Personal,3,Cruise,2007
Personal,1,Takeoff,2007
Aerial Application,1,Maneuvering,2007
Personal,1,Cruise,2007
Personal,2,Go-around,2007
Personal,1,Maneuvering,2007
Public Aircraft - Federal,1,Maneuvering,2007
Personal,2,Maneuvering,2007
Executive/corporate,1,Takeoff,2007
Flight Test,1,Approach,2007
Personal,3,Landing,2007
Personal,1,Landing,2007
Personal,1,Takeoff,2007
Personal,1,Takeoff,2007
Aerial Observation,1,Maneuvering,2007
Personal,1,Takeoff,2007
Public Aircraft - Federal,2,Maneuvering,2007
Personal,1,Approach,2007
,6,Climb,2007
Aerial Application,1,Maneuvering,2007
Personal,2,Cruise,2007
Personal,1,Maneuvering,2007
Personal,1,Cruise,2007
Personal,3,Climb,2007
Personal,2,Takeoff,2007
Personal,1,Cruise,2007
Instructional,2,Cruise,2007
Personal,2,Approach,2007
Banner Tow,1,Maneuvering,2007
Personal,1,Cruise,2007
Personal,2,Maneuvering,2007
Instructional,2,Approach,2007
Personal,2,Approach,2007
Personal,2,Cruise,2007
Personal,1,Approach,2007
Personal,3,Climb,2007
Personal,2,Landing,2007
Personal,1,Takeoff,2007
Personal,2,Takeoff,2007
Ferry,1,Maneuvering,2007
Personal,2,Cruise,2007
Personal,1,Cruise,2007
Personal,1,Unknown,2007
Personal,2,Landing,2007
Personal,2,Cruise,2007
Personal,2,Cruise,2007
Executive/corporate,5,Cruise,2007
,1,Standing,2007
Aerial Application,1,Maneuvering,2007
Personal,2,Maneuvering,2007
Personal,1,Approach,2007
Personal,1,Cruise,2007
Instructional,1,Go-around,2007
Personal,2,Cruise,2007
Aerial Application,1,Maneuvering,2007
Aerial Application,1,Cruise,2007
Personal,1,Unknown,2007
Personal,1,Cruise,2007
Personal,2,Takeoff,2007
Public Aircraft - Federal,1,Maneuvering,2007
Personal,1,Maneuvering,2007
Personal,1,Cruise,2007
,5,Cruise,2007
Personal,1,Cruise,2007
Personal,2,Takeoff,2007
Air Race/show,1,Landing,2007
Other Work Use,4,Maneuvering,2007
Instructional,2,Maneuvering,2007
Personal,2,Landing,2007
Personal,1,Takeoff,2007
Air Race/show,1,Maneuvering,2007
,4,Takeoff,2007
Personal,1,Landing,2007
Personal,1,Takeoff,2007
,5,Maneuvering,2007
Personal,4,Approach,2007
Personal,1,Takeoff,2007
Personal,1,Maneuvering,2007
Personal,1,Maneuvering,2007
Personal,1,Approach,2007
Personal,2,Maneuvering,2007
Personal,1,Takeoff,2007
Personal,2,Maneuvering,2007
Personal,1,Maneuvering,2007
Personal,2,Takeoff,2007
,5,Maneuvering,2007
Personal,1,Cruise,2007
Personal,2,Takeoff,2007
Public Aircraft - Federal,3,Maneuvering,2007
Personal,2,Unknown,2007
Aerial Application,1,Standing,2007
Personal,1,Unknown,2007
Personal,1,Maneuvering,2007
Personal,1,Maneuvering,2007
Personal,2,Cruise,2007
Personal,2,Maneuvering,2007
Personal,2,Takeoff,2007
Personal,6,Approach,2007
Personal,1,Maneuvering,2007
Personal,5,Climb,2007
Personal,1,Approach,2007
Personal,1,Maneuvering,2007
Personal,2,Takeoff,2007
Personal,2,Takeoff,2007
Personal,1,Maneuvering,2007
Personal,2,Takeoff,2007
Personal,3,Cruise,2007
Air Race/show,1,Maneuvering,2007
Personal,2,Takeoff,2007
Other Work Use,1,Maneuvering,2007
Air Race/show,1,Takeoff,2007
Aerial Observation,2,Maneuvering,2007
Personal,1,Descent,2007
Personal,2,Maneuvering,2007
Personal,2,Cruise,2007
Air Race/show,1,Maneuvering,2007
Personal,3,Approach,2007
Positioning,1,Cruise,2007
Air Race/show,1,Maneuvering,2007
Personal,1,Cruise,2007
Instructional,2,Takeoff,2007
Personal,1,Maneuvering,2007
Ferry,1,Takeoff,2007
Personal,1,Takeoff,2007
Personal,1,Cruise,2007
Personal,1,Takeoff,2007
Personal,1,Takeoff,2007
Personal,1,Climb,2007
Instructional,1,Go-around,2007
Personal,1,Descent,2007
Other Work Use,4,Cruise,2007
Personal,1,Maneuvering,2007
Personal,1,Approach,2007
Personal,2,Maneuvering,2007
Positioning,3,Descent,2007
Personal,1,Cruise,2007
Personal,1,Cruise,2007
Personal,1,Maneuvering,2007
Glider Tow,1,Takeoff,2007
Personal,2,Cruise,2007
Personal,1,Descent,2007
Personal,10,Maneuvering,2007
Personal,2,Takeoff,2007
Personal,1,Cruise,2007
Personal,1,Approach,2007
Personal,4,Takeoff,2007
Personal,5,Takeoff,2007
Instructional,2,Cruise,2007
Personal,1,Unknown,2007
Business,2,Cruise,2007
Personal,1,Maneuvering,2007
Instructional,2,Cruise,2007
Instructional,1,Takeoff,2007
Personal,1,Approach,2007
Personal,1,Cruise,2007
Flight Test,1,Maneuvering,2007
Flight Test,1,Approach,2007
Personal,1,Maneuvering,2007
Personal,1,Maneuvering,2007
Personal,2,Maneuvering,2007
Unknown,3,Takeoff,2007
Business,3,Approach,2007
Executive/corporate,2,Takeoff,2007
Instructional,1,Maneuvering,2007
Personal,2,Climb,2007
Positioning,1,Standing,2007
Personal,3,Descent,2007
Instructional,3,Cruise,2007
Personal,2,Approach,2007
Personal,1,Takeoff,2007
Personal,1,Approach,2007
Personal,2,Approach,2007
Personal,1,Takeoff,2007
Personal,4,Go-around,2007
Positioning,1,Approach,2007
Personal,1,Unknown,2007
Personal,2,Climb,2007
Personal,1,Approach,2007
Personal,2,Maneuvering,2007
Aerial Observation,1,Maneuvering,2007
Personal,1,Takeoff,2007
,4,Cruise,2007
Personal,1,Taxi,2007
Business,1,Cruise,2007
,2,Takeoff,2007
Personal,1,Maneuvering,2007
Instructional,2,Unknown,2007
Personal,2,Approach,2007
Instructional,2,Cruise,2007
Personal,1,Approach,2007
Executive/corporate,2,Takeoff,2007
Personal,3,Cruise,2007
Personal,1,Takeoff,2007
Personal,1,Maneuvering,2007
Personal,1,Cruise,2007
Personal,3,Approach,2007
Personal,2,Unknown,2007
Personal,1,Approach,2007
Personal,2,Maneuvering,2007
,1,Approach,2007
Other Work Use,3,Maneuvering,2007
Personal,1,Maneuvering,2007
,6,,2008
Personal,1,,2008
Personal,4,,2008
Personal,3,,2008
,1,,2008
Positioning,1,,2008
,1,,2008
Personal,1,,2008
Personal,1,,2008
Instructional,2,,2008
Personal,4,,2008
Personal,2,,2008
Personal,1,,2008
Personal,1,,2008
Personal,6,,2008
Personal,2,,2008
Instructional,2,,2008
Personal,1,,2008
Personal,4,,2008
Personal,1,,2008
Personal,1,,2008
Positioning,3,,2008
Personal,3,,2008
Personal,1,,2008
Positioning,1,,2008
Personal,2,,2008
Personal,1,,2008
Personal,2,,2008
Personal,1,,2008
Business,2,,2008
Personal,1,,2008
Personal,3,,2008
Personal,3,,2008
,5,,2008
Personal,1,,2008
Personal,1,,2008
Personal,2,,2008
Aerial Observation,4,,2008
Personal,1,,2008
Personal,2,,2008
Personal,2,,2008
Personal,2,,2008
Personal,1,,2008
Personal,1,,2008
Instructional,2,,2008
Personal,1,,2008
Business,2,,2008
Personal,1,,2008
Personal,1,,2008
Personal,1,,2008
Personal,2,,2008
Personal,1,,2008
Personal,2,,2008
Personal,1,,2008
,4,,2008
PUBU,1,,2008
Personal,1,,2008
Instructional,2,,2008
Instructional,1,,2008
Personal,1,,2008
Skydiving,2,,2008
Aerial Application,1,,2008
Personal,3,,2008
Executive/corporate,3,,2008
Personal,2,,2008
Personal,1,,2008
Personal,1,,2008
Personal,2,,2008
Personal,3,,2008
Personal,3,,2008
Personal,1,,2008
Personal,1,,2008
Aerial Application,1,,2008
Personal,1,,2008
Personal,2,,2008
Instructional,2,,2008
Personal,1,,2008
Positioning,3,,2008
Personal,2,,2008
Personal,2,,2008
Personal,2,,2008
Aerial Application,1,,2008
Personal,1,,2008
,2,,2008
Aerial Observation,2,,2008
Instructional,2,,2008
Personal,4,,2008
,1,,2008
Personal,1,,2008
Personal,1,,2008
,3,,2008
Personal,1,,2008
Personal,1,,2008
Personal,2,,2008
Personal,1,,2008
,2,,2008
Personal,2,,2008
Personal,2,,2008
Personal,1,,2008
Personal,1,,2008
Personal,1,,2008
Personal,2,,2008
Other Work Use,1,,2008
Personal,1,,2008
Personal,1,,2008
Personal,1,,2008
Personal,1,,2008
Personal,3,,2008
,4,,2008
Other Work Use,6,,2008
Instructional,1,,2008
Personal,2,,2008
Personal,1,,2008
Ferry,1,,2008
,3,,2008
Personal,1,,2008
,1,,2008
Aerial Observation,2,,2008
Personal,2,,2008
Skydiving,1,,2008
Personal,1,,2008
Personal,2,,2008
Personal,2,,2008
Personal,2,,2008
Aerial Application,1,,2008
Instructional,2,,2008
Personal,4,,2008
Personal,1,,2008
Personal,5,,2008
Personal,4,,2008
,7,,2008
